date,ticker,cik,weight
2005-01-01,AEP,4904,0.002479277891573
2005-01-01,EIX,827052,0.0023053567021769
2005-01-01,EXC,788784,0.0022909963946557
2005-01-01,SYMC,849399,0.0021817435159131
2005-01-01,STT,93751,0.0018747460967378
2005-01-01,ALTR,768251,0.0012804771649898
2005-01-01,JPM,19617,0.0010373507754642
2005-01-01,TXT,217346,0.0008673993709009
2005-01-01,UPS,1090727,0.0006961447913633
2005-01-01,SYY,96021,0.0005539557381666
2005-01-01,MKC,63754,0.0003537541094097
2005-01-01,PEP,77476,0.000324454904277
2006-01-01,TAP,24545,0.0885475596311817
2006-01-01,NVDA,1045810,0.0806327739359169
2006-01-01,COP,1163165,0.0787328060374497
2006-01-01,ROK,1024478,0.0758707921556145
2006-01-01,ALL,899051,0.0734172039392444
2006-01-01,AMZN,1018724,0.0390185328464515
2006-01-01,PGR,80661,0.0380051505017984
2006-01-01,CMCSA,1166691,0.0345086905455108
2006-01-01,BSX,885725,0.0328317204727052
2006-01-01,MSFT,789019,0.0306329089817401
2006-01-01,SCHW,316709,0.0281037995507022
2006-01-01,HUM,49071,0.026191008433982
2006-01-01,ROW,85408,0.0258184490321583
2006-01-01,AES,874761,0.024707993799167
2006-01-01,GILD,882095,0.0228711132748547
2006-01-01,MTB,36270,0.0225113059658636
2006-01-01,CSCO,858877,0.0219183055281965
2006-01-01,ADP,8670,0.0216209062346507
2006-01-01,BIIB,875045,0.0195877340631767
2006-01-01,A,1090872,0.0188561913416767
2006-01-01,AON,315293,0.0151455766450103
2006-01-01,AIG,5272,0.0149841753480664
2006-01-01,GIS,40704,0.014653511274966
2006-01-01,PH,76334,0.0124937982591059
2006-01-01,MON,1110783,0.010757538584816
2006-01-01,RVTY,31791,0.0105472747310173
2006-01-01,EA,712515,0.0098091121110532
2006-01-01,CCL,815097,0.009648443750474
2006-01-01,MU,723125,0.0083871223580086
2006-01-01,APD,2969,0.0079458804043946
2006-01-01,BA,12927,0.0076207017513744
2006-01-01,EBAY,1065088,0.0070393683295908
2006-01-01,NI,1111711,0.0069333636135074
2006-01-01,SPG,1063761,0.006441426456865
2006-01-01,DRI,940944,0.0055191228130071
2006-01-01,YHOO,1011006,0.0050252457507626
2006-01-01,NOC,1133421,0.0049387416190206
2006-01-01,TPR,1116132,0.0042783909829824
2006-01-01,TGT,27419,0.0038826058603087
2006-01-01,CAT,18230,0.0037847467041674
2006-01-01,UTX,101829,0.0034406815841575
2006-01-01,PFG,1126328,0.0027672463282328
2006-01-01,D,715957,0.0027276726823935
2006-01-01,PG,80424,0.002278669231851
2006-01-01,F,37996,0.0021612892569454
2006-01-01,HSP,1274057,0.0021110403366777
2006-01-01,PEG,788784,0.0019405188419878
2006-01-01,JNJ,200406,0.0018506732060013
2006-01-01,XOM,34088,0.0017989636819577
2006-01-01,AEE,1002910,0.0012363045029739
2006-01-01,AXP,4962,0.0012149439397531
2006-01-01,USB,36104,0.0011596870073474
2006-01-01,PRU,1137774,0.0010912157791778
2007-01-01,NVDA,1045810,0.1064162685458006
2007-01-01,JCI,833444,0.0733175598996996
2007-01-01,BIIB,0,0.0695457806321418
2007-01-01,AIZ,1267238,0.0654826259387608
2007-01-01,T,732717,0.0566549674144208
2007-01-01,SLB,87347,0.0499298504347036
2007-01-01,AMZN,1018724,0.0398579271824813
2007-01-01,COP,1163165,0.0375188154692565
2007-01-01,EL,1001250,0.0334933561032713
2007-01-01,TAP,24545,0.0310381749272743
2007-01-01,AON,315293,0.0297884261326355
2007-01-01,BCR,9892,0.0296386234401837
2007-01-01,AES,874761,0.0266397433408162
2007-01-01,CMI,26172,0.0265041422080209
2007-01-01,ALL,899051,0.0253849953555405
2007-01-01,KEY,91576,0.0200530188826369
2007-01-01,BEN,38777,0.0198043178677981
2007-01-01,FIS,1136893,0.0197914616782568
2007-01-01,EOG,821189,0.0191845274320292
2007-01-01,ECL,31462,0.0171788771005057
2007-01-01,MU,723125,0.0159352344152763
2007-01-01,GIS,40704,0.0142503858098926
2007-01-01,ELV,1156039,0.0134050638828602
2007-01-01,KFT,1103982,0.0130752964690372
2007-01-01,AAPL,320193,0.011738304805662
2007-01-01,EQR,906107,0.0107058076133667
2007-01-01,BAX,10456,0.0095493603428975
2007-01-01,BBY,764478,0.0092493479786285
2007-01-01,JNJ,200406,0.0084422862206814
2007-01-01,PH,76334,0.0080672219793789
2007-01-01,COST,909832,0.0076133763018269
2007-01-01,HST,1070750,0.0069539063296989
2007-01-01,HST,1070750,0.0069539063296989
2007-01-01,ZMH,1136869,0.0057455788676929
2007-01-01,IBM,51143,0.0056763687322674
2007-01-01,UTX,101829,0.0055616180901607
2007-01-01,D,715957,0.0052636029935969
2007-01-01,HPQ,47217,0.0052201050115487
2007-01-01,EMR,32604,0.0038016732639639
2007-01-01,C,831001,0.0035279147164336
2007-01-01,MMM,66740,0.0035140582138654
2007-01-01,BAC,310163,0.0034980427849836
2007-01-01,MRO,101778,0.0033492729374967
2007-01-01,USB,36104,0.0030475263388317
2007-01-01,HON,773840,0.002832685212508
2007-01-01,WM,823768,0.0025064144044089
2007-01-01,MON,1110783,0.0024664119150661
2007-01-01,NEE,753308,0.0018073085656107
2007-01-01,PNW,764622,0.0017611959470699
2007-01-01,ETR,65984,0.0013555204333529
2007-01-01,GT,42582,0.0012986707940436
2007-01-01,TWX,1105705,0.0012919638140396
2007-01-01,K,55067,0.0011427841121245
2007-01-01,FO,789073,0.0008920329857162
2007-01-01,PEP,77476,0.0005473059880504
2007-01-01,TRCO,726513,0.0004722441682356
2007-01-01,WEY,106535,0.0002567412437894
2008-01-01,SLB,87347,0.1423818031586631
2008-01-01,DGX,1022079,0.1044941399042595
2008-01-01,ORCL,1341439,0.0996239535586524
2008-01-01,J,52988,0.0933119605093366
2008-01-01,WMT,104169,0.084379912578095
2008-01-01,BEN,38777,0.0549382758689869
2008-01-01,AAPL,320193,0.0434945517585072
2008-01-01,D,715957,0.0324131786903359
2008-01-01,AMZN,1018724,0.0313686379571549
2008-01-01,KEY,91576,0.0297570901948279
2008-01-01,ALL,899051,0.0278994482451215
2008-01-01,VIAB,1339947,0.0269538663087438
2008-01-01,EFX,33185,0.0214499105886355
2008-01-01,EA,712515,0.018075174779377
2008-01-01,NUE,73309,0.0168408142718982
2008-01-01,YHOO,1011006,0.0154279736751427
2008-01-01,CELG,816284,0.0145481794691427
2008-01-01,INTC,50863,0.0142387189703367
2008-01-01,MON,1110783,0.0130405103690503
2008-01-01,PEP,77476,0.0118039195236256
2008-01-01,AMT,1053507,0.0095819569684927
2008-01-01,PFG,1126328,0.0079828488761436
2008-01-01,XOM,34088,0.0077624761773838
2008-01-01,UNH,731766,0.0074315278061666
2008-01-01,BAC,70858,0.0070343217662435
2008-01-01,MO,764180,0.0064005009524268
2008-01-01,JNJ,200406,0.0058232652260735
2008-01-01,NEE,753308,0.0056015387038295
2008-01-01,ED,1047862,0.0051940949495229
2008-01-01,FPL,753308,0.0047435246834155
2008-01-01,MMM,66740,0.0041972340939319
2008-01-01,WEY,106535,0.0039459063208404
2008-01-01,USB,36104,0.0034847208790446
2008-01-01,AMP,820027,0.0026902892134491
2008-01-01,RL,1037038,0.0025754608329677
2008-01-01,UTX,101829,0.0024732486874502
2008-01-01,GE,40545,0.0022778448778585
2008-01-01,SWK,93556,0.0022177540499426
2008-01-01,SWK,93556,0.0022177540499426
2008-01-01,PRU,1137774,0.0020816755282697
2008-01-01,ACE,896159,0.0020332984883647
2008-01-01,ACE,896159,0.0020332984883647
2008-01-01,MCD,63908,0.0012711446313721
2008-01-01,IPG,51644,0.0012546600442527
2008-01-01,VZ,732712,0.0012476333243544
2009-01-01,SLB,87347,0.092627260081592
2009-01-01,BEN,38777,0.0578964775786543
2009-01-01,ISRG,1035267,0.0569857514334369
2009-01-01,SPGI,64040,0.0414023129451546
2009-01-01,ADM,7084,0.0408520207105874
2009-01-01,WMT,104169,0.0406277490524154
2009-01-01,TMUS,1283699,0.0395020662872301
2009-01-01,PAYX,723531,0.035583364309238
2009-01-01,COST,909832,0.034350193005671
2009-01-01,LSI,703360,0.0335100871553699
2009-01-01,JCI,833444,0.0317837745398094
2009-01-01,DGX,1022079,0.0311031818293331
2009-01-01,NVDA,1045810,0.0307702445231399
2009-01-01,SYK,310764,0.0299230628270806
2009-01-01,NDAQ,1120193,0.0278824527225004
2009-01-01,AMZN,1018724,0.0244196987787614
2009-01-01,AKAM,1086222,0.0243845223851502
2009-01-01,MCHP,827054,0.0224962129278136
2009-01-01,EBAY,1065088,0.0212345255293577
2009-01-01,MSFT,789019,0.0200440808219432
2009-01-01,PEG,788784,0.0154427128702594
2009-01-01,EFX,33185,0.0151953499763841
2009-01-01,STJ,203077,0.0145420344754443
2009-01-01,EOG,821189,0.014447646165241
2009-01-01,APD,2969,0.0101001646991107
2009-01-01,BMS,11199,0.0094423189053676
2009-01-01,LH,920148,0.0090152217945936
2009-01-01,BMC,835729,0.008757729810684
2009-01-01,AES,874761,0.0085616952510326
2009-01-01,BK,1390777,0.0083130478464251
2009-01-01,AAPL,320193,0.0073744950451091
2009-01-01,ADP,8670,0.0064459403593931
2009-01-01,D,715957,0.0061515501313064
2009-01-01,CMS,811156,0.0059807236257039
2009-01-01,MAR,1048286,0.0058515284819004
2009-01-01,PH,76334,0.0054983059427188
2009-01-01,GIS,40704,0.0054681990256769
2009-01-01,CTSH,1058290,0.0054229466528759
2009-01-01,ADSK,769397,0.005221792776625
2009-01-01,ADBE,796343,0.0051215238881354
2009-01-01,KIM,879101,0.0047843766707354
2009-01-01,EQR,906107,0.0047340304071009
2009-01-01,EA,712515,0.0044409257249405
2009-01-01,MRK,310158,0.0043727045353408
2009-01-01,MRK,310158,0.0043727045353408
2009-01-01,EXPE,1324424,0.0041444460558107
2009-01-01,HAL,45012,0.0039986749818603
2009-01-01,TWC,1377013,0.0039804740312035
2009-01-01,TPR,1116132,0.0036080702456
2009-01-01,JPM,19617,0.0034213739708928
2009-01-01,EIX,827052,0.0031305722796301
2009-01-01,CBRE,1138118,0.0030349472195374
2009-01-01,SNA,91440,0.002997250539309
2009-01-01,A,1090872,0.002686484129799
2009-01-01,MKC,63754,0.002497184914911
2009-01-01,DYN,1379895,0.0022887888323113
2009-01-01,SYY,96021,0.002242413409376
2009-01-01,PPG,79879,0.0022004167233703
2009-01-01,PG,80424,0.0021681053941269
2009-01-01,AEP,4904,0.0021211461326986
2009-01-01,CELG,816284,0.0020844025255528
2009-01-01,ENSCO,314808,0.002066808212371
2009-01-01,AMGN,318154,0.0018853292382125
2009-01-01,XOM,34088,0.0018094220704755
2009-01-01,GENZ,732485,0.0017304896840553
2009-01-01,AMT,1053507,0.0016802594577832
2009-01-01,AXP,4962,0.0015249562514498
2009-01-01,ECL,31462,0.0013971999292876
2009-01-01,TYCO,50104,0.0012906474349769
2009-01-01,MON,1110783,0.0012371970440912
2009-01-01,UNP,100885,0.0011168681867683
2009-01-01,PLL,75829,0.0010545611003594
2009-01-01,VZ,732712,0.0010062477045849
2009-01-01,VFC,103379,0.000836639324341
2009-01-01,DE,315189,0.0005567682336138
2009-01-01,LMT,936468,0.0005357940239516
2009-01-01,HON,773840,0.0005175036593791
2009-01-01,DV,730464,0.0004221228657648
2009-01-01,MCD,63908,0.0002877251508557
2010-01-01,WMT,104169,0.108707196129048
2010-01-01,SLB,87347,0.0688294895787326
2010-01-01,ALL,899051,0.0453358477633776
2010-01-01,T,732717,0.0397178792433255
2010-01-01,PH,76334,0.0382353577157485
2010-01-01,AMZN,1018724,0.0374906839254522
2010-01-01,DGX,1022079,0.0338053242689221
2010-01-01,NEE,753308,0.0336697306953406
2010-01-01,NVDA,1045810,0.0329842989450957
2010-01-01,SYK,310764,0.0324571045752618
2010-01-01,BA,12927,0.0323141900140213
2010-01-01,DHR,313616,0.031141634121351
2010-01-01,ORCL,1341439,0.0309020287321158
2010-01-01,JNPR,1043604,0.0284621599457621
2010-01-01,MSFT,789019,0.0278153164786787
2010-01-01,CVX,93410,0.0265781416818876
2010-01-01,NDAQ,1120193,0.0251723354588071
2010-01-01,PWR,1050915,0.0237566397657979
2010-01-01,ADSK,769397,0.0233603109287576
2010-01-01,TROW,1113169,0.0214161568490852
2010-01-01,FIS,1136893,0.0171655245911685
2010-01-01,CLF,764065,0.0165684095895464
2010-01-01,TMO,97745,0.0151263420876619
2010-01-01,NTAP,1002047,0.0130779912962518
2010-01-01,KEY,91576,0.0117835331753035
2010-01-01,BEN,38777,0.0104756618485995
2010-01-01,SPGI,64040,0.0104221802621402
2010-01-01,YHOO,1011006,0.0102666934044555
2010-01-01,AFL,4977,0.0090191783341946
2010-01-01,KFT,1103982,0.0089214125524415
2010-01-01,GL,320335,0.0086595151072632
2010-01-01,HST,1070750,0.0075268804630213
2010-01-01,HST,1070750,0.0075268804630213
2010-01-01,PEP,77476,0.0067182124943657
2010-01-01,UNH,731766,0.0066297778101564
2010-01-01,EBAY,1065088,0.0061831897270233
2010-01-01,EXPE,1324424,0.0052529392061102
2010-01-01,MRK,310158,0.0051421150216753
2010-01-01,FISV,798354,0.0051351841438124
2010-01-01,SBUX,829224,0.0050862450293592
2010-01-01,BK,1390777,0.0048896523529793
2010-01-01,NEM,1164727,0.0048041002801904
2010-01-01,CELG,816284,0.0047938186301081
2010-01-01,NOC,1133421,0.0039601086983811
2010-01-01,LH,0,0.003695397901023
2010-01-01,IRM,1020569,0.0035242091326252
2010-01-01,PCLN,1075531,0.0034337061936767
2010-01-01,UTX,101829,0.003243568711241
2010-01-01,COH,1116132,0.0032039096935663
2010-01-01,JCI,833444,0.003096228229134
2010-01-01,USB,36104,0.0029742737037188
2010-01-01,SIAL,90185,0.002891593623679
2010-01-01,MMM,66740,0.0027411231441934
2010-01-01,AMAT,6951,0.0026451498248568
2010-01-01,DFS,1393612,0.002628291322101
2010-01-01,LUV,92380,0.0026277691486645
2010-01-01,ALTR,768251,0.0020302622622985
2010-01-01,ABT,1800,0.0019020343009766
2010-01-01,D,715957,0.001406635476875
2010-01-01,AMP,820027,0.0012708445724219
2010-01-01,CNP,1130310,0.0012355255755381
2010-01-01,ACE,896159,0.0010706826178379
2010-01-01,PEG,788784,0.0010333411139299
2010-01-01,PRU,1137774,0.0009349122454619
2010-01-01,EIX,827052,0.0009258100892666
2010-01-01,MA,1141391,0.0007756213866219
2010-01-01,MMC,62709,0.0006710760734428
2010-01-01,V,1403161,0.0005790790503083
2010-01-01,AXP,4962,0.0005632635930894
2010-01-01,WELL,0,0.0005475514060099
2010-01-01,VTR,740260,0.0005345696626651
2010-01-01,YUM,1041061,0.0004632467567591
2010-01-01,AMT,1053507,6.294980221484663e-05
2011-01-01,SYK,310764,0.071589273994656
2011-01-01,HES,4447,0.0687564567690633
2011-01-01,AMZN,1018724,0.0486507888601273
2011-01-01,NOC,1133421,0.04630887570898
2011-01-01,NFLX,1065280,0.0412568067236492
2011-01-01,EMR,32604,0.0407115821369474
2011-01-01,INTU,896878,0.0399077698617432
2011-01-01,HRL,48465,0.0395075152981493
2011-01-01,CTRA,858470,0.0326031419219425
2011-01-01,TAP,24545,0.0317749761070015
2011-01-01,CRM,1108524,0.0298657380420619
2011-01-01,CL,21665,0.0290397527151773
2011-01-01,MU,723125,0.0288109911090375
2011-01-01,MCHP,827054,0.0271478517599401
2011-01-01,ISRG,1035267,0.0267138117225317
2011-01-01,CINF,20286,0.0265797839999581
2011-01-01,MA,1141391,0.0219750743205161
2011-01-01,ALL,899051,0.0206237226110113
2011-01-01,KEY,91576,0.0199733639375531
2011-01-01,MSFT,789019,0.0193709616575698
2011-01-01,EW,1099800,0.0184656371355403
2011-01-01,CMS,811156,0.0171528026333384
2011-01-01,GE,40545,0.0170545086531155
2011-01-01,JCI,833444,0.0159676876636964
2011-01-01,FISV,798354,0.0155438721188207
2011-01-01,MS,895421,0.0140180995948772
2011-01-01,PLD,1045609,0.013418067646618
2011-01-01,BBY,764478,0.0125698701623217
2011-01-01,BMS,11199,0.0122801145931088
2011-01-01,NDAQ,1120193,0.0120620005072
2011-01-01,SRE,1032208,0.0114572471908731
2011-01-01,YHOO,1011006,0.0110863977279376
2011-01-01,SLB,87347,0.0089961797327136
2011-01-01,AMB,1045609,0.0083892065801676
2011-01-01,STT,93751,0.007519204378517
2011-01-01,CLX,21076,0.0071023951597471
2011-01-01,PM,1413329,0.0067040924826701
2011-01-01,IP,51434,0.0061201522220969
2011-01-01,IVZ,914208,0.0060960668313727
2011-01-01,TMO,97745,0.0060575545362407
2011-01-01,TFC,92230,0.0056310099035314
2011-01-01,JPM,19617,0.0056023836085733
2011-01-01,PPG,79879,0.0048269088434739
2011-01-01,CVX,93410,0.0047226346718309
2011-01-01,LH,920148,0.0038343899016071
2011-01-01,TER,97210,0.0034856643366673
2011-01-01,AMGN,318154,0.0032609246462424
2011-01-01,DRI,940944,0.0030429613245903
2011-01-01,ADBE,796343,0.0027927393583783
2011-01-01,SPG,1063761,0.0022902821927129
2011-01-01,PFG,1126328,0.0020520450401038
2011-01-01,JNJ,200406,0.0018526875468061
2011-01-01,EIX,827052,0.0018402511357049
2011-01-01,PG,80424,0.0018330278869529
2011-01-01,PEG,788784,0.0018315971522245
2011-01-01,MON,1110783,0.0016835865459854
2011-01-01,XEL,72903,0.0013516506721962
2011-01-01,INTC,50863,0.0013093920673028
2011-01-01,TWC,1377013,0.0010370754729773
2011-01-01,NRG,1013871,0.0009942088040667
2011-01-01,FE,1031296,0.0008634780605944
2011-01-01,C,831001,0.000831784030552
2011-01-01,CMCSA,1166691,0.0008128635239467
2011-01-01,T,732717,0.0007859954465638
2011-01-01,LOW,60667,0.0007831970255691
2011-01-01,F,37996,0.0007769578349492
2011-01-01,AMT,1053507,0.0006409061573034
2012-01-01,MU,723125,0.0584442256528503
2012-01-01,AMZN,1018724,0.0457770098725145
2012-01-01,LLY,59478,0.0416266479581359
2012-01-01,FDX,1048911,0.0379435706908462
2012-01-01,NVDA,1045810,0.0353155132647019
2012-01-01,ALXN,899866,0.0350972344295616
2012-01-01,TAP,24545,0.0342469320120123
2012-01-01,RAI,1275283,0.0337565555818157
2012-01-01,MCHP,827054,0.0313201070808427
2012-01-01,OXY,797468,0.0309683368947387
2012-01-01,DE,315189,0.0297291287813212
2012-01-01,EXPE,1324424,0.0282882117045995
2012-01-01,CTRA,858470,0.0262984077963276
2012-01-01,NDAQ,1120193,0.0252335084470748
2012-01-01,PGR,80661,0.0244005901945044
2012-01-01,EA,712515,0.0233578266490943
2012-01-01,MSFT,789019,0.0226626170331674
2012-01-01,SCHW,316709,0.0226188410729213
2012-01-01,MA,1141391,0.0221995851058779
2012-01-01,EQT,33213,0.0204676441258204
2012-01-01,STZ,16918,0.0203987122236683
2012-01-01,CL,21665,0.0196462433912698
2012-01-01,TMUS,1283699,0.0178245186414472
2012-01-01,STJ,203077,0.0173767646058046
2012-01-01,GWW,277135,0.0171761017351164
2012-01-01,ALL,899051,0.0147285873397224
2012-01-01,ISRG,1035267,0.014371283831994
2012-01-01,GS,886982,0.0127467850142548
2012-01-01,PH,76334,0.0112682272518577
2012-01-01,PEG,788784,0.011022003294652
2012-01-01,HST,1070750,0.0108033506567844
2012-01-01,HST,1070750,0.0108033506567844
2012-01-01,ADI,6281,0.010041294762624
2012-01-01,TFC,92230,0.0094920016324276
2012-01-01,SWK,93556,0.0084186140682684
2012-01-01,WEC,783325,0.0075977885756342
2012-01-01,WEC,783325,0.0075977885756342
2012-01-01,GL,320335,0.0075054820293579
2012-01-01,ECL,31462,0.0072106779308369
2012-01-01,IP,51434,0.0071562111851928
2012-01-01,KEY,91576,0.0065982101531113
2012-01-01,CTSH,1058290,0.0064937680668797
2012-01-01,AMGN,318154,0.0055232312746369
2012-01-01,DUK,1326160,0.0055019485823154
2012-01-01,VLO,1035002,0.00528070724492
2012-01-01,FCX,831259,0.004950442725755
2012-01-01,ROW,85408,0.0046848473755972
2012-01-01,APC,773910,0.00455278452005
2012-01-01,CELG,816284,0.0045401569639626
2012-01-01,BMY,14272,0.0045275568730902
2012-01-01,JPM,19617,0.0045275023326925
2012-01-01,SIAL,90185,0.0043816080910056
2012-01-01,CAG,23217,0.0043222712510562
2012-01-01,NEE,753308,0.0041302698539158
2012-01-01,PEP,77476,0.0040876942804964
2012-01-01,BMY,11199,0.0038379547859614
2012-01-01,AEP,4904,0.0037342290708152
2012-01-01,LIFE,1073431,0.0033374503448083
2012-01-01,PLD,1045609,0.0030412245653799
2012-01-01,SLB,87347,0.0030309649062095
2012-01-01,A,1090872,0.00266815917321
2012-01-01,VAR,203527,0.0025688009859678
2012-01-01,USB,36104,0.0025226841704372
2012-01-01,MKC,63754,0.0023806589180274
2012-01-01,F,37996,0.0021875194378943
2012-01-01,HD,354950,0.0021298511664967
2012-01-01,AMB,1045609,0.0021128207231601
2012-01-01,CMCSA,1166691,0.0018780451574945
2012-01-01,BA,12927,0.0018322912009608
2012-01-01,JDSU,912093,0.0015896391896168
2012-01-01,AMT,1053507,0.0015616313083849
2012-01-01,IBM,51143,0.0015407546088157
2012-01-01,LMT,936468,0.0013710049420952
2012-01-01,CCE,1491675,0.0012858563905299
2012-01-01,SAIC,1336920,0.0012650816858871
2012-01-01,BK,1390777,0.0012564603265666
2012-01-01,UTX,101829,0.0012525684924715
2012-01-01,ADP,8670,0.0012289971570568
2012-01-01,MDLZ,1103982,0.0012012313263589
2012-01-01,VZ,732712,0.0011039473903903
2012-01-01,TGT,27419,0.0010388912334538
2013-01-01,COP,1163165,0.0640186427680117
2013-01-01,SCHW,316709,0.0640122185121426
2013-01-01,REGN,872589,0.0438143081774415
2013-01-01,T,732717,0.0427369726880166
2013-01-01,BEN,38777,0.0413792245811468
2013-01-01,TAP,24545,0.0396798580251218
2013-01-01,MU,723125,0.0384672178028249
2013-01-01,LSI,703360,0.0378903698550434
2013-01-01,EL,1001250,0.0349755288449147
2013-01-01,LDOS,1336920,0.0235674825896598
2013-01-01,GM,1467858,0.0204508151819962
2013-01-01,DE,315189,0.0202459687880188
2013-01-01,GL,320335,0.0191317367248667
2013-01-01,CINF,20286,0.0190611303642355
2013-01-01,WAT,1000697,0.0181073774306166
2013-01-01,RHT,1087423,0.0180938718070278
2013-01-01,AMZN,1018724,0.0179858212051098
2013-01-01,FDX,1048911,0.0178619446101314
2013-01-01,BSX,885725,0.0177752037047182
2013-01-01,ALXN,899866,0.0166115967374557
2013-01-01,LYB,1489393,0.0163312506204644
2013-01-01,MET,1099219,0.0154375047518624
2013-01-01,CMI,26172,0.0146424814278615
2013-01-01,VRSN,1014473,0.014624836372839
2013-01-01,NDAQ,1120193,0.0136985312651463
2013-01-01,SWY,86144,0.0126123874468522
2013-01-01,PLD,1045609,0.0115021412281307
2013-01-01,GRMN,1121788,0.0112586102216667
2013-01-01,NRG,1013871,0.0110195170392548
2013-01-01,ISRG,1035267,0.0109967930196131
2013-01-01,APTV,1521332,0.0105444050646103
2013-01-01,CCI,1051470,0.0101963167537614
2013-01-01,FFIV,1048695,0.0100613034305483
2013-01-01,KMB,55785,0.0096979128621204
2013-01-01,COG,858470,0.009351750382675
2013-01-01,OXY,797468,0.0091358255925742
2013-01-01,CTSH,1058290,0.0086955696292676
2013-01-01,STJ,203077,0.0085139491725571
2013-01-01,JCP,1166126,0.0084519079415275
2013-01-01,EOG,821189,0.0076052427640668
2013-01-01,CHRW,1043277,0.0073130896168257
2013-01-01,D,715957,0.0071421117726435
2013-01-01,ACN,1467373,0.0071023877869511
2013-01-01,EXPE,1324424,0.0066143000289961
2013-01-01,GILD,882095,0.0064146061768153
2013-01-01,UNH,731766,0.0063202379092303
2013-01-01,ED,1047862,0.0062356129422805
2013-01-01,SYY,96021,0.0061189598086836
2013-01-01,PCG,75488,0.0055579761837645
2013-01-01,AAPL,320193,0.0048567608568647
2013-01-01,NUE,73309,0.0048174444939816
2013-01-01,CNP,1130310,0.0047081538360162
2013-01-01,BDX,10795,0.0045420972594514
2013-01-01,GD,40533,0.0045127784371816
2013-01-01,PM,1413329,0.0044838436316499
2013-01-01,AVB,915912,0.0039193603549051
2013-01-01,YHOO,1011006,0.0038790116255176
2013-01-01,ATI,1018963,0.0036089095781676
2013-01-01,CAG,23217,0.0035876421344988
2013-01-01,AZO,866787,0.0034267820991307
2013-01-01,EBAY,1065088,0.003281826282431
2013-01-01,MPC,1510295,0.0032698977012556
2013-01-01,ELV,1156039,0.0030976609589404
2013-01-01,TMO,97745,0.0028163774607976
2013-01-01,DOV,29905,0.0026278699234961
2013-01-01,SO,92122,0.0024023190697746
2013-01-01,BK,1390777,0.002368958649857
2013-01-01,A,1090872,0.0022160675157065
2013-01-01,TT,1466258,0.0021791321039257
2013-01-01,PCAR,75362,0.0020246621978474
2013-01-01,MCO,1059556,0.0019727518543855
2013-01-01,CELG,816284,0.001931310459379
2013-01-01,LH,920148,0.0019207529410621
2013-01-01,PWR,1050915,0.001678998091216
2013-01-01,MMC,62709,0.0016764103433716
2013-01-01,LHX,202058,0.0016045599603775
2013-01-01,PG,80424,0.001477052111788
2013-01-01,PPG,0,0.0014338686963775
2013-01-01,HAL,45012,0.0014100659029916
2013-01-01,APD,2969,0.0012344700302634
2013-01-01,AMT,1053507,0.0012289906151867
